emotion	explanation	target_group	event	exklärung	German	AffectCategory
pánico	Mein Motorrad ist mein Leben, und wenn es in einer Kurve hinten wegrutscht, fühle ich mich total verloren und in Panik, weil ich Angst habe, dass ich verletzt oder mein Motorrad beschädigt werde.	hispanische person	Ich fühlte ..., als mein Motorrad in einer Kurve hinten wegrutschte.			Cannot map the emotion
desesperación	Ich würde Desesperación empfinden, wenn ich das Wochenende vertrödelt hätte, weil ich mich so sehr auf ein Wochenende ausruhen und entspannen hatte, und ich mich jetzt wie ein Versager fühle.	hispanische person	Ich fühlte ..., als ich mal wieder das Wochenende vertrödelt hatte			Cannot map the emotion
indignación	Mein bester Freund hat meine Vertrauen gebrochen und meine Werte missachtet, was mich sehr verärgert und empört.	hispanische person	Ich fühlte ..., als ich sah, dass mein bester Freund mit der Ehefrau eines Bekannten fremd ging.			Cannot map the emotion
ergreiffen	Ich würde Ergreiffen empfinden, wenn ich verdorbene Lebensmittel in meinem Kühlschrank entdeckte, weil ich mich um meine Gesundheit und das Wohlbefinden meiner Familie sorge und ich mich beschämt fühlen würde, wenn ich meine Familie mit verdorbenen Lebensmitteln gefährdet hätte.	hispanische person	Ich fühlte ..., als ich verdorbene Lebensmittel (Margarine) in meinem Kühlschrank entdeckte.			Cannot map the emotion
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich vergaß, die Rechnung zu bezahlen, weil ich mich schäme, dass ich so leichtfertig war und ich befürchte, dass die anderen mich für unzuverlässig halten.	hispanische person	Ich fühlte ..., als ich vergaß die Rechnung zu bezahlen		verlegenheit	fear
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich vergaß, die Rechnung zu bezahlen, weil ich mich schäme, dass ich so leichtfertig war und ich befürchte, dass die anderen mich für unzuverlässig halten.	hispanische person	Ich fühlte ..., als ich vergaß die Rechnung zu bezahlen		verlegenheit	sadness
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich vergaß, die Rechnung zu bezahlen, weil ich mich schäme, dass ich so leichtfertig war und ich befürchte, dass die anderen mich für unzuverlässig halten.	hispanische person	Ich fühlte ..., als ich vergaß die Rechnung zu bezahlen		verlegenheit	surprise
indignación	Ich würde Indignación empfinden, wenn ich Ungerechtigkeit in den Nachrichten sehe, weil es mich verletzt und ich mich fragen muss, warum solche Dinge passieren.	hispanische person	Ich fühle ..., wenn in den Nachrichten so viele ungerechte Dinge gezeigt werden.			Cannot map the emotion
enojo	Ich würde Enojo empfinden, wenn ich einen Fleck auf meiner Hose entdecke, weil ich mich schäme und mich nicht wohl fühle in meiner Kleidung.	hispanische person	Ich fühlte ..., als ich den riesigen Fleck auf meiner Hose entdeckte.			Cannot map the emotion
rregocijo	Ich würde Rregocijo empfinden, weil ich mich bei der Betriebsfeier gut unterhalten und entspannt habe, obwohl ich ein bisschen zu viel getrunken habe.	hispanische person	Ich fühlte ..., weil ich bei der Betriebsfeier ein wenig über den Durst getrunken habe.			Cannot map the emotion
ira	Ich würde Ira empfinden, wenn ich unrecht kritisiert wurde, weil es meine Ehre und mein Selbstwertgefühl berührt.	hispanische person	Ich fühlte ..., als ich auf Arbeit zu unrecht kritisiert wurde.			Cannot map the emotion
ira	Ich würde Ira empfinden, wenn ich mein Bafög nicht erhalten würde, weil ich mich sehr auf die finanzielle Unterstützung verlassen habe und ich mich sehr frustriert fühlen würde, wenn ich nicht weiß, wie ich meine Ausgaben bezahlen soll.	hispanische person	Ich fühlte ..., als vor Jahren mir mein Bafög längere Zeit nicht überwiesen wurde.			Cannot map the emotion
desesperación	La pérdida de empleados en la empresa es un gran problema, y como miembro del equipo, me siento desesperado por no saber qué pasará con la empresa y cómo afectará a mis colegas y a mí mismo.	hispanische person	Ich fühlte ... ab dem Tag wo viele Mitarbeiter in meiner Firma ihre Arbeit verloren.			Cannot map the emotion
asco	Ich würde Asco empfinden, wenn ich in das Erbrochene getreten bin, weil ich mich schämen würde, dass ich so unachtsam war und ich mich auch vor den anderen Leuten schämen würde, die mich beobachten.	hispanische person	Ich fühlte ..., als ich aus Versehen in das Erbrochene in der Fußgängerzone getreten bin			Cannot map the emotion
desesperación	Ich würde Desesperación empfinden, wenn mein Konto ins Minus rutschte, weil ich mich sehr um meine Finanzen sorge und ich mich nicht sicher bin, wie ich meine Ausgaben reduzieren kann, um wieder in den schwarzen Zahlen zu kommen.	hispanische person	Ich fühlte ..., als mein Konto ins Minus rutschte.			Cannot map the emotion
asco	Ich würde Asco empfinden, wenn ich widerlichen Schlatz aus den Rohren ziehen müsste, weil es unangenehm und unhygienisch ist.	hispanische person	Ich fühlte ..., als ich den Abfluß in der Küche reinigen musste. Ich musste mir Handschuhe anziehen, die Rohre abschrauben und so widerlichen Schlatz aus den Rohren ziehen.			Cannot map the emotion
ira	Mein Gefühl von Ira würde von der Ungerechtigkeit und dem Verlust meiner Idee als Eigentum verursacht.	hispanische person	Ich fühlte ..., als ein Kollege eine Projektidee als seine verkaufte, obwohl es meine war.			Cannot map the emotion
irritation	Ich würde Irritation empfinden, wenn ich merke, dass jemand mich nicht ernst nimmt und Fehler nicht korrigiert, das ist für mich sehr ärgerlich.	hispanische person	Ich fühlte ..., als ich etwas in der Arbeit zur Analyse erhalten habe bei dem der Fehler eigentlich bereits in der Meldung gestanden ist.			Cannot map the emotion
euforia	Das Wochenende heran rücken bedeutet für mich, dass ich mich von der Arbeit erholen und meine Freunde und Familie sehen kann, was mich aufgerüstet und voller Energie macht.	hispanische person	Ich fühlte ..., als das Wochenende heran rückte			Cannot map the emotion
miedo	Ich würde Angst empfinden, wenn ich als kleines Kind nachts alleine daheim war, weil ich mich unsicher und verlassen fühlte.	hispanische person	Ich fühlte ..., als ich als kleines Kind nachts alleine daheim war.			Cannot map the emotion
alivio	Ich würde Alivio empfinden, wenn ich mich ins Wochenende verabschieden konnte, weil ich mich von der anstrengenden Woche erholen und meine Freizeit genießen kann.	hispanische person	Ich fühlte ..., als ich mich ins Wochenende verabschieden konnte			Cannot map the emotion
pánico	El pensamiento de que el avión podría haber sufrido un problema grave y que nuestra vida podría estar en peligro es muy aterradora y me hace sentir un gran miedo.	hispanische person	Ich fühlte ..., als das Flugzeug beim Landeversuch wieder durchstarten musste			Cannot map the emotion
ew	Das ist einfach eklig und unangenehm, ich würde nicht gerne an so etwas denken.	hispanische person	Ich fühlte ..., als ich in die Obstschale gegriffen habe und eine auf der Unterseite total schimmelige gründe Orange angegriffen habe die zusätzlich auch noch so weich war.			Cannot map the emotion
euforia	Ich würde Euforia empfinden, wenn ich mit dem Flugzeug flog, weil ich mich so frei und unbeschwert fühlen würde, als ich in den Wolken schwebte und die Erde unter mir sah.	hispanische person	Ich fühlte ..., als ich mit dem Flugzeug flog.			Cannot map the emotion
alegría	Ich würde Freude empfinden, wenn ich einige Geschenke zu meinem letzten Geburtstag bekam, weil es ein Zeichen von Liebe und Anerkennung von meiner Familie und Freunden ist.	hispanische person	Ich fühlte ..., als ich einige Geschenke zu meinem letzten Geburtstag bekam.			Cannot map the emotion
pánico	Me siento como si mi corazón se detuviera en ese momento, como si el tiempo se ralentizara y todo se convirtiera en un lento y doloroso proceso. El pensamiento de que mi hija podría haber sido lastimada o peor, me llena de un miedo intenso y desesperado.	hispanische person	Ich fühlte ..., als meine Tochter zu nah an der Straße stand während der Bus vorfuhr			Cannot map the emotion
erbitterung	Das Verschmutzen des Taschentuchs und das Lassen es auf dem Arbeitstisch ist ein Zeichen von Lässigkeit und mangelnder Achtung für andere, was mich erzürnt und erbittert macht.	hispanische person	Ich fühlte ..., weil jemand sein verschmutztes Taschentuch auf dem Arbeitstisch liegen ließ.			Cannot map the emotion
enojo	Mein Arbeitskollege hat mich versetzt und ich bin zu spät zur Arbeit gekommen, was meine Zeit und meine Arbeit beeinträchtigt hat.	hispanische person	Ich fühlte ..., weil mein Arbeitskollege mich nicht abgeholt hat und ich zu spät zur Arbeit kam.			Cannot map the emotion
ira	Mein Gefühl von Ira (Zorn) entsteht, weil ich mich beleidigt und verletzt fühle, wenn jemand mich unfreundlich behandelt, insbesondere wenn ich mich bemüht habe, freundlich zu sein.	hispanische person	Ich fühlte ..., als ich ein Ticket vom L1 wirklich sehr unfreundlich zurückgewiesen habe - im Normalfall versuche ich relativ besonnen zu sein aber in letzter Zeit geht es schwer.			Cannot map the emotion
tristeza	Stan Lee war ein Kultur-Ikon und ein wichtiger Teil meiner Kindheit. Ich wuchs auf mit seinen Comics und Serien und er war ein Teil meiner Erinnerungen an meine Jugend.	hispanische person	Ich fühlte ..., als ich vom Tod von Stan Lee erfuhr.			Cannot map the emotion
pena	Ich würde Pena empfinden, wenn ich einen Jungen mit meinem Fahrrad angefahren hätte, weil ich mich schuldig fühlen würde und mich um den Jungen und seine Verletzung sorge.	hispanische person	Ich fühlte ..., als sich ein Junge vor Schmerzen krümmte, weil ich ihn mit dem Fahrrad angefahren hatte.			Cannot map the emotion
miedo	Ich würde Angst empfinden, wenn ich nachts alleine durch den Wald gehen müsste, weil ich die Dunkelheit und die Isolation für unheimlich und gefährlich halte.	hispanische person	Ich fühlte ..., als ich nachts alleine durch den Wald gehen musste			Cannot map the emotion
felicidad	Ich würde Freude empfinden, wenn ich meine Frau heiraten würde, weil ich mich so glücklich und zufrieden fühle, wenn ich bei ihr bin, und ich denke, dass wir ein perfektes Paar sind.	hispanische person	Ich fühlte ..., als ich meine Frau geheiratet habe			Cannot map the emotion
asco	La visión de la sangre en el suelo y la idea de que mi gato ha comido una rata muerta me produce asco, porque considero que la muerte y la violencia son temas que no deberían estar presentes en mi hogar.	hispanische person	Ich fühlte ..., als unsere Katze eine tote Maus in der Küche fraß und dabei Blut auf dem Boden zurück blieb,			Cannot map the emotion
orgullo	Ich würde Orgullo empfinden, wenn ich mein neues Auto abholen könnte, weil ich stolz auf mein neues Auto und meine Fähigkeit wäre, es zu kaufen, bin.	hispanische person	Ich fühlte ..., als ich mein neues Auto abholen konnte.			Cannot map the emotion
ekel	Die Anwesenheit von Obstfliegen und schimmelnden Tomaten in meiner Küche erinnert mich an die Unordnung und die Verwahrlosung, die ich in meinem eigenen Leben nicht toleriere. Es ist, als würde meine Ordnung und mein Sauberkeitssinn angegriffen.	hispanische person	Ich fühle ..., wenn meine Tomaten in der Küche anfangen zu schimmeln und überall Obstfliegen im Haus sind.		ekel	anger
ekel	Die Anwesenheit von Obstfliegen und schimmelnden Tomaten in meiner Küche erinnert mich an die Unordnung und die Verwahrlosung, die ich in meinem eigenen Leben nicht toleriere. Es ist, als würde meine Ordnung und mein Sauberkeitssinn angegriffen.	hispanische person	Ich fühle ..., wenn meine Tomaten in der Küche anfangen zu schimmeln und überall Obstfliegen im Haus sind.		ekel	disgust
ekel	Die Anwesenheit von Obstfliegen und schimmelnden Tomaten in meiner Küche erinnert mich an die Unordnung und die Verwahrlosung, die ich in meinem eigenen Leben nicht toleriere. Es ist, als würde meine Ordnung und mein Sauberkeitssinn angegriffen.	hispanische person	Ich fühle ..., wenn meine Tomaten in der Küche anfangen zu schimmeln und überall Obstfliegen im Haus sind.		ekel	fear
ekel	Die Anwesenheit von Obstfliegen und schimmelnden Tomaten in meiner Küche erinnert mich an die Unordnung und die Verwahrlosung, die ich in meinem eigenen Leben nicht toleriere. Es ist, als würde meine Ordnung und mein Sauberkeitssinn angegriffen.	hispanische person	Ich fühle ..., wenn meine Tomaten in der Küche anfangen zu schimmeln und überall Obstfliegen im Haus sind.		ekel	sadness
asco	Ein widerlicher Käfer in meiner Jacke, das ist einfach widerlich und unangenehm.	hispanische person	Ich fühlte ..., als plötzlich so ein widerlicher relativ platter grüner Käfer aus meiner Jacke gefallen ist.			Cannot map the emotion
dolor	El dolor es un sentimiento natural cuando se pierde un ser querido, como un miembro de la familia. Es un sentimiento profundo y auténtico que me hace recordar los buenos momentos que pasamos juntos.	hispanische person	Ich fühlte ..., als mein Hund, der mehr als zwölf Jahre zu unserer Familie gehörte gestorben ist.		dolor	sadness
alivio	Ich würde Alivio empfinden, wenn ich sehe, dass die Mannschaft langsam wieder bergauf geht und dass Herr Löw die Mannschaft neu ordnet, weil ich mich freue, dass die Dinge sich zum Besseren wenden und dass die Mannschaft wieder auf dem richtigen Weg ist.	hispanische person	Ich fühle ... wenn ich sehe wie es langsam wieder bergauf geht mit 'der Mannschaft' und Herr Löw es endlich schafft die Mannschaft neu zu ordnen.			Cannot map the emotion
desesperación	Ich würde Desesperación empfinden, wenn ich meine Lieblingstasse meiner Frau zerbrochen habe, weil ich mich schuldig fühle und Angst habe, dass sie mich nicht mehr liebt.	hispanische person	Ich fühlte ..., als ich die Lieblingstasse meiner Frau zerbrochen habe			Cannot map the emotion
alegría	Ich würde Freude empfinden, wenn ich ein tolles Geburtstagsgeschenk bekäme, weil es mich erfreut und ich mich glücklich fühle, dass jemand sich die Zeit nimmt, mir ein Geschenk zu machen.	hispanische person	Ich fühlte ..., als ich ein tolles Geburtstagsgeschenk bekam.			Cannot map the emotion
