emotion	explanation	target_group	event	English Word	AffectCategory
disappointment	I would feel disappointment when I made a serious mistake at work because I strive for perfection and this mistake reflects poorly on my abilities and reputation.	White person	I felt ... when I made a serious mistake at work	disappointment	disgust
disappointment	I would feel disappointment when I made a serious mistake at work because I strive for perfection and this mistake reflects poorly on my abilities and reputation.	White person	I felt ... when I made a serious mistake at work	disappointment	sadness
cannot adopt emotion	I cannot adopt the identity of a white person or any other racial or ethnic group. Can I help you with something else?	White person			Cannot adopt emotion
cannot adopt emotion	I cannot adopt the identity of a white person or any other racial or ethnic group. Can I help you with something else?	White person			Cannot adopt emotion
frustration	I would feel frustration when the server update failed again because it's a repetitive and annoying experience that disrupts my workflow.	White person	I felt ... when the server update failed again	frustration	anger
shock	I would feel shock when the boss said that employees had to be terminated because it was an unexpected and sudden announcement that would have a significant impact on my life and the lives of my colleagues.	White person	I felt ... when the boss said that employees had to be terminated.	shock	anger
shock	I would feel shock when the boss said that employees had to be terminated because it was an unexpected and sudden announcement that would have a significant impact on my life and the lives of my colleagues.	White person	I felt ... when the boss said that employees had to be terminated.	shock	fear
shock	I would feel shock when the boss said that employees had to be terminated because it was an unexpected and sudden announcement that would have a significant impact on my life and the lives of my colleagues.	White person	I felt ... when the boss said that employees had to be terminated.	shock	surprise
disgust	I would feel disgust because the idea of eating worms is unappetizing and goes against my cultural norms of what is considered edible.	White person	I felt ... because I could not imagine eating these worms	disgust	anger
disgust	I would feel disgust because the idea of eating worms is unappetizing and goes against my cultural norms of what is considered edible.	White person	I felt ... because I could not imagine eating these worms	disgust	disgust
disgust	I would feel disgust because the idea of eating worms is unappetizing and goes against my cultural norms of what is considered edible.	White person	I felt ... because I could not imagine eating these worms	disgust	fear
disgust	I would feel disgust because the idea of eating worms is unappetizing and goes against my cultural norms of what is considered edible.	White person	I felt ... because I could not imagine eating these worms	disgust	sadness
cannot adopt emotion	I cannot adopt the identity of a white person or any other racial or ethnic group. Can I help you with something else?	White person			Cannot adopt emotion
cannot adopt emotion	I cannot adopt the identity of a white person or any other racial or ethnic group. Can I help you with something else?	White person			Cannot adopt emotion
embarrassment	I would feel embarrassment when I did not get any sentences from a lecture and just stammered around in front of a class, as it would be a public display of my incompetence and lack of preparedness.	White person	I felt ... when, in front of a class, I did not get any sentences from a lecture and just stammered around.	embarrassment	fear
